,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,day_cos,day_sin
0,10.0,969.0,0.420560747227,0.999999998134,0.595149252621,10.0,3.0,1.0,2.0,4.37048503612,9.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1200.0,522.857142857,0.0,51900.0,20922.2222222,0.0,3260.52631579,1762.78615222,1200.0,1600.0,1333.33333333,0.0,0.0226675406747,0.022761714270200004,0.203767545719,0.728291315099,0.0225118842371,0.4719997595,0.142964079571,0.0526315789474,0.00928792569659,0.85,0.15,0.311590696885,0.0333333333333,0.9,-0.36626984127,-0.8,-0.05,0.0,0.0,0.5,0.0,0.6234898018587336,0.7818314824680297
1,11.0,256.0,0.6666666640209999,0.999999993711,0.8427672902969999,4.0,4.0,1.0,0.0,4.53515625,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,593.0,281.875,2100.0,843300.0,198600.0,1058.0,3496.26818372,2549.2420973000008,1400.0,6300.0,2800.0,0.0,0.025001683008400003,0.025589489284,0.0250487558679,0.774678726346,0.149681345494,0.370523415978,0.006611570247930001,0.03515625,0.0078125,0.8181818181820001,0.181818181818,0.187445887446,0.05,0.4,-0.55,-0.6,-0.5,0.0,0.0,0.5,0.0,0.6234898018587336,0.7818314824680297
2,14.0,447.0,0.509049772604,0.999999996364,0.647272724919,6.0,1.0,1.0,0.0,4.70469798658,5.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,718.0,202.75,0.0,843300.0,335260.0,0.0,3932.12700297,2411.06432863,31100.0,31100.0,31100.0,0.0,0.0402310006638,0.0400136109884,0.369703056308,0.0401164669901,0.50993586505,0.390196078431,-0.004901960784310001,0.0111856823266,0.0111856823266,0.5,0.5,0.41,0.1,1.0,-0.426666666667,-0.6,-0.133333333333,0.5,-0.25,0.0,0.25,-0.900968867902419,0.43388373911755823
3,10.0,237.0,0.7118644037630001,0.999999993007,0.8741258680130001,5.0,2.0,0.0,0.0,4.9789029535900005,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,285.0,128.4,0.0,843300.0,137525.0,0.0,3572.90268886,1732.79705979,5800.0,5800.0,5800.0,0.0,0.0250475781834,0.0250077993551,0.0250080376131,0.0250275066194,0.899909078229,0.487132604238,0.154579630895,0.0464135021097,0.0042194092827,0.916666666667,0.08333333333330001,0.32154663518300003,0.1,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.0,-0.9009688679024191,-0.433883739117558
4,10.0,295.0,0.527210882561,0.999999994924,0.604060910639,8.0,6.0,1.0,0.0,4.7593220339,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1000.0,186.777777778,8800.0,843300.0,173711.11111099998,2653.59059561,3262.43599045,2930.17812804,3200.0,3200.0,3200.0,0.0,0.0222865722668,0.022225333615,0.137584544993,0.0222226940472,0.795680855078,0.426220538721,0.115782828283,0.0271186440678,0.00338983050847,0.888888888889,0.111111111111,0.310511363636,0.13636363636399998,0.5,-0.2,-0.2,-0.2,0.0,0.0,0.5,0.0,1.0,0.0
5,11.0,1211.0,0.377610693085,0.99999999835,0.607260725071,6.0,1.0,1.0,0.0,4.28488852188,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,215.0,104.25,44700.0,690400.0,378125.0,1891.34015345,3217.63239637,2820.10845629,0.0,0.0,0.0,1.0,0.5515536795679999,0.297173390123,0.050001687401199986,0.051268938131099985,0.0500023047769,0.469607138893,0.220297004583,0.0528488852188,0.0115606936416,0.820512820513,0.179487179487,0.381845914502,0.1,1.0,-0.204365079365,-0.5,-0.05,0.0,0.0,0.5,0.0,-0.2225209339563146,-0.9749279121818235
6,9.0,359.0,0.553370784962,0.999999995556,0.7111111079510001,7.0,0.0,0.0,1.0,5.15320334262,7.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,471.0,370.285714286,1300.0,69100.0,29342.8571429,778.285714286,2911.06637168,1929.22461385,0.0,0.0,0.0,0.0,0.7440811177300001,0.028810852881400006,0.0286295869294,0.0298309922544,0.168647450204,0.42027027027,0.179361179361,0.0779944289694,0.005571030640670001,0.933333333333,0.06666666666669999,0.277191558442,0.0333333333333,0.75,-0.1625,-0.2,-0.125,0.5,0.13636363636399998,0.0,0.13636363636399998,-0.900968867902419,0.43388373911755823
7,13.0,678.0,0.43086816651,0.999999997312,0.569892471586,6.0,1.0,4.0,1.0,4.94690265487,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,611.0,182.777777778,1900.0,843300.0,253444.444444,1039.45,3406.45388885,2095.66378281,609.0,609.0,609.0,0.0,0.0222228153952,0.132736928071,0.8004091193449999,0.0224068391389,0.0222242980496,0.4449456688090001,0.16310070401,0.054572271386400015,0.0294985250737,0.6491228070180001,0.350877192982,0.372481572482,0.0333333333333,0.6,-0.137222222222,-0.4,-0.1,0.466666666667,0.2,0.0333333333333,0.2,-0.900968867902419,0.43388373911755823
8,11.0,241.0,0.531120329746,0.999999993333,0.599999996,16.0,3.0,11.0,0.0,4.53526970954,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,428.0,326.428571429,0.0,69100.0,30500.0,0.0,4436.0,2696.44267088,30400.0,30400.0,30400.0,0.0,0.0250411262112,0.0251121659586,0.0250050716026,0.8997558329440001,0.0250858032836,0.51783625731,0.209576023392,0.0414937759336,0.0290456431535,0.588235294118,0.411764705882,0.5,0.1,1.0,-0.196031746032,-0.3,-0.125,0.5,0.1875,0.0,0.1875,-0.9009688679024191,-0.433883739117558
9,11.0,170.0,0.720238090951,0.999999990099,0.891089100088,5.0,3.0,0.0,1.0,4.42352941176,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,356.0,257.6,7400.0,690400.0,289980.0,1936.83333333,4749.71428571,3049.89190557,2600.0,2600.0,2600.0,0.0,0.0400026589906,0.0417803765996,0.258180898188,0.620035973958,0.0400000922638,0.3857843137250001,0.07205882352939999,0.0411764705882,0.0294117647059,0.583333333333,0.416666666667,0.35,0.1,0.6,-0.245,-0.4,-0.125,0.9,0.65,0.4,0.65,-0.900968867902419,0.43388373911755823
